CNS,Dat. Instalação,Denominação,Tipo,Atribuições,Status,Situação jurídica da serventia,Data decisão,UF,Cidade,E-mail contato,Dat. ingresso responsável,Responsável,Substituto
08.462-4,30/11/1929,Serviço de Registro de Imóveis,Privatizada,Registro de Imóveis,Ativo,PROVIDO,17/04/2023,PR,PRUDENTOPOLIS,atendimento@riprudentopolis.com.br,2024-07-05,OSVALDO HOFFMANN FILHO,JOSIANE TANDLER LEMOS
08.467-3,01/01/1890,"Serviço de Registro de Imóveis, Serviço de Registro Civil das Pessoas Naturais e Serviço de Registro de Títulos e Documentos e Civil das Pessoas Jurídicas",Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,19/03/2023,PR,CERRO AZUL,ricerroazul@hotmail.com,2024-07-16,JOAO CARLOS GODOI,-
08.493-9,04/08/1963,"Serviço de Registro de Imóveis, Serviço de Registro Civil das Pessoas Naturais e Serviço de Registro de Títulos e Documentos e Civil das Pessoas Jurídicas",Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,11/04/2023,PR,GUAIRA,atendimento.cartorioguaira@gmail.com,2024-07-15,BRICIA VIEIRA NEPOMUCENO,-
08.501-9,03/03/1918,"Serviço de Registro de Imóveis, Serviço de Registro Civil das Pessoas Naturais e Serviço de Registro de Títulos e Documentos e Civil das Pessoas Jurídicas",Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,23/04/2025,PR,PALMAS,registrodeimoveispalmas@gmail.com,2025-04-03,MARIANA KONKEL BARBOSA,-
08.502-7,18/03/1967,SERVIÇO DE REGISTRO DE IMÓVEIS,Privatizada,Registro de Imóveis,Ativo,PROVIDO,12/07/2010,PR,TERRA RICA,cri.terrarica@bol.com.br,2024-07-10,WILSON SIMONE FIGUEIREDO,ADMILSON VENCIGUERRA
08.503-5,01/10/1984,SERVIÇO DE REGISTRO DE IMÓVEIS DE RIO BRANCO DO SUL,Privatizada,Registro de Imóveis,Ativo,PROVIDO,11/04/2023,PR,RIO BRANCO DO SUL,cartorio.rbs@gmail.com,2023-03-31,PAULO HENRIQUE GONÇALVES PIRES,BRUNA REGINA DE FARIA
08.505-0,15/03/1964,Serviço de Registro de Imóveis,Privatizada,Registro de Imóveis,Ativo,PROVIDO,11/04/2023,PR,NOVA LONDRINA,contato@rinovalondrina.com.br,2023-03-30,JORGE DA CUNHA OCAMPO MORÉ NETO,-
08.506-8,20/07/1967,"Serviço de Registro de Imóveis, Serviço de Registro Civil das Pessoas Naturais e Serviço de Registro de Títulos e Documentos e Civil das Pessoas Jurídicas",Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,19/03/2023,PR,CANDIDO DE ABREU,ricandido@hotmail.com,2024-07-03,ANDRÉ ARRABAL,-
08.507-6,22/10/1963,REGISTRO DE IMÓVEIS,Privatizada,Registro de Imóveis,Ativo,PROVIDO,13/03/2018,PR,IVAIPORA,rivaipora@yahoo.com,2017-02-13,MARCO ANTÔNIO PEDRAZZI VALENTINI,ANA PAULA DA SILVA CARVALHO BERTOTTI
08.508-4,20/06/1969,SERVIÇO DE REGISTRO DE IMÓVEIS,Privatizada,Registro de Imóveis,Ativo,PROVIDO,04/04/2023,PR,FAXINAL,cri_faxinal@hotmail.com,2023-01-18,FABIANO ALVES MENDANHA,LUCIANA APARECIDA PERACINI
08.510-0,13/10/1988,"Serviço de Registro de Imóveis, Serviço de Registro Civil das Pessoas Naturais e Serviço de Registro de Títulos e Documentos e Civil das Pessoas Jurídicas",Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,09/03/2018,PR,CAPITAO LEONIDAS MARQUES,registrodeimoveisclm@hotmail.com,2017-01-13,MARCELO DE ALENCAR MOURA FÉ,-
08.511-8,18/03/1912,SERVIÇO DE REGISTRO DE IMÓVEIS,Privatizada,Registro de Imóveis,Ativo,PROVIDO,19/03/2023,PR,SAO MATEUS DO SUL,registrodeimoveissms@hotmail.com,2012-07-20,LEANDRO DE FREITAS OLIVEIRA JUNIOR,MARCELA BATISTA FERNANDES
08.513-4,01/02/1969,Serviço de Registro de Imóveis,Privatizada,Registro de Imóveis,Ativo,PROVIDO,16/03/2020,PR,TELEMACO BORBA,sritb@sritb.com.br,2024-07-09,ALESSANDRO AUGUSTO DE ARAUJO,-
08.514-2,31/10/1963,"Serviço de Registro de Imóveis, Serviço de Registro Civil das Pessoas Naturais e Serviço de Registro de Títulos e Documentos e Civil das Pessoas Jurídicas",Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,PR,GOIOERE,branco.celsog@gmail.com,2024-07-15,CELSO GAMBORGI BRANCO,LETÍCIA GABRIELLA GUTH TESTI
08.515-9,02/04/1968,Serviço de Registro de Imóveis,Privatizada,Registro de Imóveis,Ativo,PROVIDO,27/10/2021,PR,SANTA MARIANA,risantamariana@gmail.com,2017-05-19,FRANCISCO RENO SILVA GOMES,ALESSANDRA CAMILO
08.516-7,23/09/1963,Serviço de Registro de Imóveis,Privatizada,Registro de Imóveis,Ativo,PROVIDO,27/10/2021,PR,SANTA ISABEL DO IVAI,registraldeimoveis@gmail.com,2024-07-16,JOSE ANTONIO ORTEGA RUIZ,JOSE HENRIQUE STEVANATO
08.517-5,29/12/1962,"Serviço de Registro de Imóveis, Serviço de Registro Civil das Pessoas Naturais e Serviço de Registro de Títulos e Documentos e Civil das Pessoas Jurídicas da Comarca de Ubiratã",Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,PR,UBIRATA,riubirata@riubirata.com.br,2024-07-12,BERNADETE DE FATIMA GUILHERME ESCORSIN,NILTON TADEU ESCORSIN
08.518-3,02/07/1970,SERVIÇO DE REGISTRO DE IMÓVEIS,Oficializada,Registro de Imóveis,Ativo,PROVIDO,12/07/2010,PR,MARECHAL CANDIDO RONDON,cri@registrodeimoveismarechal.com.br,1975-06-25,JORGE NACLI NETO,-
08.519-1,14/12/1953,SERVIÇO DE REGISTRO DE IMÓVEIS,Privatizada,Registro de Imóveis,Ativo,PROVIDO,19/03/2023,PR,SANTO ANTONIO DO SUDOESTE,registro@imovelsas.com,2024-07-05,TEREZINHA VIANA PEREIRA FRASSON,-
08.520-9,25/11/1969,2º SERVIÇO DE REGISTRO DE IMÓVEIS,Privatizada,Registro de Imóveis,Ativo,PROVIDO,26/10/2021,PR,APUCARANA,george@ri2apucarana.com,2017-01-19,GEORGE RODRIGUES DA SILVEIRA NETO,LETÍCIA KARINA ROCHA DE OLIVEIRA
08.521-7,11/03/1949,1º SERVIÇO DE REGISTRO DE IMÓVEIS,Privatizada,Registro de Imóveis,Ativo,PROVIDO,27/10/2021,PR,CAMPO MOURAO,maxtabeliao@gmail.com,2020-09-19,MAXIMINO CESAR LISBOA,-
08.522-5,11/01/1961,"1º Serviço de Registro de Imóveis, Acumulando, Precariamente, o Serviço de Registro Civil das Pessoas Naturais",Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis,Ativo,CONVERSÃO EM DILIGÊNCIA,11/04/2025,PR,CRUZEIRO DO OESTE,marcelothel11@hotmail.com,1986-03-12,DURVALINO INACIO PINTO,-
08.523-3,04/05/1944,1º Serviço de registro de imóveis,Privatizada,Registro de Imóveis,Ativo,PROVIDO,12/07/2010,PR,APUCARANA,marcia@1riapucarana.com.br,1985-09-14,RICARDO BASTO DA COSTA COELHO,-
08.524-1,08/07/1969,2º Serviço de Registro de Imóveis,Privatizada,Registro de Imóveis,Ativo,PROVIDO,27/10/2021,PR,CIANORTE,cianorteri2@gmail.com,2024-07-08,JOSÉ LUIZ GERMANO,CRISTIANE NORCE FURTADO GERMANO
08.525-8,28/10/1995,Serviço de Registro de Imóveis,Privatizada,Registro de Imóveis,Ativo,PROVIDO,17/04/2023,PR,ALMIRANTE TAMANDARÉ,titular@ritamandare.com.br,2024-07-15,MICHEL ABILIO NAGIB NEME,REGIANE FERNANDES LAMBERT
08.526-6,29/06/1969,SERVIÇO DE REGISTRO DE IMÓVEIS,Privatizada,Registro de Imóveis,Ativo,PROVIDO,27/10/2021,PR,ENGENHEIRO BELTRAO,registroeb@gmail.com,2024-07-12,HERÁCLITO XAVIER DOS SANTOS,SIMONE GALDINO DE JESUS
08.527-4,11/09/1984,Serviço de Registro de Imóveis,Privatizada,Registro de Imóveis,Ativo,VAGO,07/06/2024,PR,PIRAQUARA,contato@ripiraquara.com.br,2024-07-18,LUIZA AZAMBUJA RODRIGUES,IRIA ZESCHAU
08.529-0,22/03/1956,2º Serviço de Registro de Imóveis,Privatizada,Registro de Imóveis,Ativo,PROVIDO,12/07/2010,PR,MARINGA,gabrielstmenezes@gmail.com,1983-12-20,GABRIEL SIDNEY DE TOLEDO MENEZES,GABRIELA FERNANDA ROMAGNOLLI DE MENEZES RIDOLFI
08.530-8,09/01/1999,"Serviço de Registro de Imóveis, Serviço de Registro Civil das Pessoas Naturais e Serviço de Registro de Títulos e Documentos e Civil das Pessoas Jurídicas",Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,PR,CANTAGALO,silvestrirodrigo@yahoo.com.br,1999-01-09,RODRIGO LUIZ SILVESTRI,MARIANA MALACHINI BOESE SILVESTRI
08.533-2,31/03/1890,SERVIÇO DE REGISTRO DE IMÓVEIS,Privatizada,Registro de Imóveis,Ativo,PROVIDO,27/10/2021,PR,PALMEIRA,contato@ripalmeira.com.br,2024-07-09,JOSE EDUARDO RIZZI,MATHEUS DE OLIVEIRA RIZZI
08.535-7,24/07/1911,"Serviço de Registro de Imóveis, Serviço de Registro Civil das Pessoas Naturais e Serviço de Registro de Títulos e Documentos e Civil das Pessoas Jurídicas",Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,27/10/2021,PR,RIBEIRAO CLARO,ri.ribeiraoclaro@gmail.com,2024-07-09,MARCIUS FERNANDO KOENEMANN FRANCO,-
08.541-5,12/01/1897,SERVIÇO DE REGISTRO DE IMÓVEIS,Privatizada,Registro de Imóveis,Ativo,PROVIDO,27/10/2021,PR,RIO NEGRO,ririonegro@yahoo.com,2017-02-15,FERNANDA BALISTIERI DA NATIVIDADE,-
08.545-6,01/08/1986,"Serviço de Registro de Imóveis, Serviço de Registro Civil das Pessoas Naturais e Serviço de Registro de Títulos e Documentos e Civil das Pessoas Jurídicas",Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,PR,SALTO DO LONTRA,srisaltodolontra@gmail.com,2024-07-15,ONORINO MARIA,RUTH APARECIDA ROTH ZAKALUKA
08.546-4,08/03/1978,SERVIÇO DE REGISTRO DE IMÓVEIS,Privatizada,Registro de Imóveis,Ativo,PROVIDO,12/07/2010,PR,SANTA HELENA,iedamesteves@yahoo.com.br,2024-07-10,IEDA MARIA ESTEVES,-
08.556-3,02/12/1996,Serviço de Registro de Imóveis,Oficializada,Registro de Imóveis,Ativo,PROVIDO,27/10/2021,PR,SARANDI,sri.sarandi@terra.com.br,2024-07-15,VANIA ANDREIA FACCI VIEIRA,LUCINEIA ALVES DA CRUZ
08.557-1,15/04/1977,2º SERVIÇO DE REGISTRO DE IMÓVEIS,Privatizada,Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,PR,CASCAVEL,registrodeimoveis2@hotmail.com,2024-07-26,ALVARO LUCIO DE QUEIROZ,ENIO AUGUSTO TORRES DE QUEIROZ
08.560-5,14/07/1949,"Serviço de Registro de Imóveis, Serviço de Registro Civil das Pessoas Naturais e Serviço de Registro de Títulos e Documentos e Civil das Pessoas Jurídicas",Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,VAGO,31/07/2025,PR,SENGES,crisenges@gmail.com,2025-07-25,DEYSE CECILIA AVELINO PIETROBELLI,JOSIAS SANTOS CLAUDINO
08.561-3,15/11/1963,"Serviço de Registro de Imóveis, Serviço de Registro Civil das Pessoas Naturais e Serviço de Registro de Títulos e Documentos e Civil das Pessoas Jurídicas",Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,14/03/2018,PR,IPORA,criipora@hotmail.com,2024-07-09,ENEIAS DOS SANTOS COELHO,-
08.566-2,26/02/1949,"Serviço de Registro de Imóveis, Serviço de Registro Civil das Pessoas Naturais e Serviço de Registro de Títulos e Documentos e Civil das Pessoas Jurídicas",Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,PR,CARLOPOLIS,sricarlopolis@gmail.com,2024-07-10,MARIA ZELIA QUEIROZ BARONE BARBOSA,-
08.569-6,03/05/1962,SERVIÇO DE REGISTRO DE IMÓVEIS DA COMARCA DE ALTO PARANÁ,Privatizada,Registro de Imóveis,Ativo,PROVIDO,27/09/2023,PR,ALTO PARANA,faleconosco@srialtoparana.com.br,2024-07-12,ROSANI LEITE CARVALHO,-
08.570-4,30/09/1943,Serviço de Registro de Imóveis,Privatizada,Registro de Imóveis,Ativo,PROVIDO,17/04/2023,PR,MALLET,contato@rimallet.com.br,2024-07-09,ANTONIO ORCENI CARNEIRO,MARIA ALBERTINA DE SOUZA CARNEIRO
08.576-1,25/01/1949,Serviço de Registro de Imóveis,Privatizada,Registro de Imóveis,Ativo,PROVIDO,17/04/2023,PR,JOAQUIM TAVORA,crijotav@gmail.com,2024-07-08,JOSÉ ANTONIO PEREIRA FILHO,-
08.577-9,14/12/1988,"Serviço de Registro de Imóveis, Serviço de Registro Civil das Pessoas Naturais e Serviço de Registro de Títulos e Documentos e Civil das Pessoas Jurídicas",Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,28/09/2023,PR,ARAPOTI,criarapoti@yahoo.com.br,2023-02-03,VANESSA DE ASSIS MARTINS,MANOEL BARROS DE ALMEIDA
08.585-2,12/11/1988,Serviço de Registro de Imóveis,Privatizada,Registro de Imóveis,Ativo,PROVIDO,04/04/2023,PR,MANGUEIRINHA,srimangueirinha@gmail.com,2023-01-12,MARINA LUDOVICO STOLLENWERK,-
08.586-0,23/01/1999,"Serviço de Registro de Imóveis, Serviço de Registro Civil das Pessoas Naturais e Serviço de Registro de Títulos e Documentos e Civil das Pessoas Jurídicas",Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,PR,MANOEL RIBAS,marceloabcamargo@hotmail.com,2024-07-10,VENíCIO CAMARGO,-
08.588-6,24/02/1949,SERVIÇO DE REGISTRO DE IMOVEIS,Privatizada,Registro de Imóveis,Ativo,PROVIDO,27/10/2021,PR,MANDAGUARI,crimandaguari@gmail.com,2024-07-13,ERIKA MEDEIROS KRUGEL STOCCO,-
08.594-4,15/11/1961,"Serviço de Registro de Imóveis, Serviço de Registro Civil das Pessoas Naturais e Serviço de Registro de Títulos e Documentos e Civil das Pessoas Jurídicas",Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,27/10/2021,PR,CORBELIA,rcpncorbelia@hotmail.com,2024-07-09,LEICIMAR DANIEL BUTASKOSKI,GILVANEA SALETE EBBING BUTASKOSK
08.596-9,21/09/1892,"Serviço de Registro de Imóveis, Serviço de Registro Civil das Pessoas Naturais e Serviço de Registro de Títulos e Documentos e Civil das Pessoas Jurídicas",Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,10/04/2023,PR,CLEVELANDIA,rcpnclevelandia@gmail.com,2024-07-06,AIRTON MOACIR NEDEL JUNIOR,-
08.599-3,01/01/1939,"Serviço de Registro de Imóveis, Serviço de Registro Civil das Pessoas Naturais e Serviço de Registro de Títulos e Documentos e Civil das Pessoas Jurídicas",Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,PR,RIBEIRAO DO PINHAL,crctd@hotmail.com,2024-07-10,FRANCISCO WANDERLEY CORRALES,-
08.600-9,22/09/1920,"Serviço de Registro de Imóveis, Serviço de Registro Civil das Pessoas Naturais e Serviço de Registro de Títulos e Documentos e Civil das Pessoas Jurídicas",Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,19/03/2023,PR,CAMBARA,reg.civilcambara@gmail.com,2024-07-15,MAURíCIO TEZOLIN,-
08.602-5,06/11/1963,SERVIÇO DE REGISTRO DE IMOVEIS,Privatizada,Registro de Imóveis,Ativo,PROVIDO,04/04/2023,PR,COLORADO,ricolorado@ricolorado.com.br,2023-01-23,RHANA DE ALMEIDA BORN,MAXSUELA TAINARA COUTO DOS SANTOS ALVES
08.604-1,20/02/1978,"Serviço de Registro de Imóveis, Serviço de Registro Civil das Pessoas Naturais e Serviço de Registro de Títulos e Documentos e Civil das Pessoas Jurídicas",Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,PR,PALOTINA,registrodeimoveispalotina@gmail.com,2024-07-04,HELIO CHIAPETTI,ALICE TERESINHA NEIS
08.605-8,17/10/1988,SERVIÇO DE REGISTRO DE IMÓVEIS,Privatizada,Registro de Imóveis,Ativo,PROVIDO,10/04/2023,PR,CAMPINA DA LAGOA,sri@campinadalagoa.com,2023-02-01,CIRO PAULINO MIRANDA GARCIA,CRISTIANE CONSUELO XAVIER
08.606-6,30/11/1947,Serviço de Registro de Imóveis,Privatizada,Registro de Imóveis,Ativo,PROVIDO,27/10/2021,PR,LARANJEIRAS DO SUL,flavio.dalbosco@bol.com.br,2024-07-11,FLAVIO CESAR DAL BOSCO,MARCIO MONICH
08.607-4,02/06/1978,Serviço de Registro de Imóveis,Privatizada,Registro de Imóveis,Ativo,PROVIDO,11/04/2023,PR,SAO MIGUEL DO IGUACU,registrosmi@yahoo.com.br,2024-07-08,ARLEI COSTA JUNIOR,-
08.608-2,08/04/1963,1º SERVIÇO DE REGISTRO DE IMÓVEIS,Privatizada,Registro de Imóveis,Ativo,PROVIDO,27/10/2021,PR,CORNELIO PROCOPIO,atendimento@1ricornelio.com.br,2024-07-10,KARINA COSTANZI FERNANDES,TANIA REGINA MAIA
08.609-0,12/10/1988,"Serviço de Registro de Imóveis, Serviço de Registro Civil das Pessoas Naturais e Serviço de Registro de Títulos e Documentos e Civil das Pessoas Jurídicas",Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,PR,CATANDUVAS,rctd.catanduvas@gmail.com,2024-07-05,SUELI GIACOMEL,-
08.611-6,02/04/1978,"Serviço de Registro de Imóveis, Serviço de Registro Civil das Pessoas Naturais e Serviço de Registro de Títulos e Documentos e Civil das Pessoas Jurídicas",Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/07/2010,PR,REALEZA,sri.realeza@gmail.com,1983-03-14,ANGELO POLONI,NAZARENO DANIELI
08.612-4,26/11/1935,Serviço de Registro de Imóveis,Privatizada,Registro de Imóveis,Ativo,PROVIDO,27/10/2021,PR,WENCESLAU BRAZ,sri.wbraz@gmail.com,2017-02-15,ROGERIO SCATOLIN DE BARROS,-
08.613-2,09/06/1954,Serviço de Registro de Imóveis,Privatizada,Registro de Imóveis,Ativo,PROVIDO,10/04/2023,PR,IBAITI,cartoriocordeiro2017@gmail.com,2024-07-10,REJANE FILGUEIRAS BITTENCOURT,-
08.614-0,29/12/1962,2º SERVIÇO DE REGISTRO DE IMÓVEIS,Privatizada,Registro de Imóveis,Ativo,PROVIDO,08/03/2018,PR,CORNELIO PROCOPIO,contato@2ricp.com.br,2017-02-22,FABRÍCIO PETINELLI VIEIRA COUTINHO,APARECIDA DA COSTA BUENO
08.615-7,20/09/1990,"Serviço de Registro de Imóveis, Serviço de Registro Civil das Pessoas Naturais e Serviço de Registro de Títulos e Documentos e Civil das Pessoas Jurídicas",Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,25/06/2019,PR,TERRA BOA,contato@cartorioterraboa.com.br,2024-07-15,YASMINE DE RESENDE ABAGGE,MARLENE SAYURI NOGUTII
08.616-5,12/12/1964,Serviço de Registro de Imóveis,Oficializada,Registro de Imóveis,Ativo,PROVIDO,27/10/2021,PR,CONGONHINHAS,cricongo@hotmail.com,2024-07-04,HALINE OTTONI ALCANTARA COSTA,-
08.617-3,23/04/1946,SERVIÇO DE REGISTRO DE IMÓVEIS DE PIRAÍ DO SUL,Privatizada,Registro de Imóveis,Ativo,PROVIDO,10/04/2023,PR,PIRAI DO SUL,sripiraidosul@hotmail.com,2024-07-09,MAYNA MARCHIORI DE MORAES DYKSTRA,VERA LúCIA KüLLER MACHADO
08.646-2,27/04/1978,"Serviço de Registro de Imóveis, Serviço de Registro Civil das Pessoas Naturais e Serviço de Registro de Títulos e Documentos e Civil das Pessoas Jurídicas",Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,12/03/2018,PR,BARRACAO,cri.barracao@gmail.com,2017-02-09,CAROLINA DE ALMEIDA FERREIRA,FERNANDA PAULA HART CARNEIRO
08.697-5,21/04/1867,Serviço de Registro de Imóveis,Privatizada,Registro de Imóveis,Ativo,PROVIDO,28/09/2023,PR,CASTRO,administrativo@registrodeimoveisdecastro.com,2022-12-07,EDJALME GUILGEN JúNIOR,VAGNER KLIN
08.698-3,16/11/1954,1º SERVIÇO DE REGISTRO DE IMÓVEIS,Privatizada,Registro de Imóveis,Ativo,PROVIDO,17/04/2023,PR,FRANCISCO BELTRAO,crifranciscobeltrao@gmail.com,2024-07-04,VITOR HUGO DELLA PASQUA,CLACI ESCHER
08.707-2,18/07/1986,Serviço de Registro de Imóveis,Privatizada,Registro de Imóveis,Ativo,PROVIDO,27/10/2021,PR,PINHAO,sripinhao@yahoo.com.br,2024-07-10,CLICIA MARIA ROQUETTO SILVA,PAULA SIMONE QUINTILIANO
08.710-6,25/01/1949,Serviço de Registro de Imóveis,Privatizada,Registro de Imóveis,Ativo,PROVIDO,11/04/2023,PR,JAGUAPITA,contato@cartoriojaguapita.com.br,2024-07-12,VINÍCIUS MIRANDA FILOGÔNIO,-
08.712-2,08/05/1956,Serviço de Registro de Imóveis,Oficializada,Registro de Imóveis,Ativo,PROVIDO,12/07/2010,PR,LOANDA,registroimoveisloanda@uol.com.br,2024-07-08,DARCY DOMINGAS MELLA DA SILVA,FLAVIA SIDNEIA MELLA DA SILVA ZORATTO
08.713-0,19/04/1944,SERVIÇO DE REGISTRO DE IMÓVEIS,Privatizada,Registro de Imóveis,Ativo,PROVIDO,11/04/2023,PR,SERTANOPOLIS,contato@risertanopolis.com,2022-12-16,ALINE VASCONCELOS BARROS,-
08.714-8,25/04/1968,SERVIÇO DE REGISTRO DE IMÓVEIS,Privatizada,Registro de Imóveis,Ativo,PROVIDO,10/04/2023,PR,NOVA FATIMA,registrodeimoveisnovafatima@gmail.com,2024-07-15,SANDRA MARA MOREIRA,-
08.715-5,25/01/1949,SERVIÇO DE REGISTRO DE IMÓVEIS,Oficializada,Registro de Imóveis,Ativo,PROVIDO,12/07/2010,PR,ROLANDIA,srineves@hotmail.com,2024-07-08,DOMINGOS NEVES FILHO,-
08.716-3,03/11/1938,"Serviço de Registro de Imóveis, Serviço de Registro Civil das Pessoas Naturais e Serviço de Registro de Títulos e Documentos e Civil das Pessoas Jurídicas",Privatizada,Registro Civil das Pessoas Naturais e de Interdições e Tutelas / Registro de Imóveis / Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Ativo,PROVIDO,17/04/2023,PR,IPIRANGA,atendimento@servicoregistraldeipiranga.com.br,2024-07-29,NEUZELI RITA FISCHER,LEONARDO SALANTI ZIEGMANN
